,target
0,13.152758918965565
1,18.388901299146102
2,12.859076092467213
3,14.178085910017483
4,15.936909298202032
5,18.922933733070273
6,15.456506987868677
7,15.426047888378598
8,21.205516749023058
9,12.191816173119374
10,17.623602218603242
11,33.292139797813775
12,14.909016454348693
13,31.44557588872985
14,12.474176030627428
15,15.451644139477137
16,14.646178328300753
17,12.077897410197115
18,25.913116260349394
19,61.463428085976254
20,12.576902164880211
21,10.64632603735322
22,26.083642596735192
23,82.99978588672799
24,17.244193448845234
25,32.84159270382882
26,35.7652073038817
27,23.390588923820598
28,12.00074893748003
29,35.13517639867939
30,12.091293545275555
31,72.40043662867157
32,14.572108149204395
33,52.226668223197144
34,13.522665783443019
35,39.43057077676228
36,13.86077224580047
37,33.01941284214259
38,32.07822548201554
39,19.688027281172076
40,64.70918991615167
41,14.70267856858626
42,14.274739234451863
43,35.642594554917636
44,21.466764842672237
45,10.915474733625157
46,36.8841724880956
47,11.42590452553871
48,27.432178475837496
49,17.126166470705332
50,12.926980969021107
51,14.431936701016674
52,11.753798226260374
53,17.29643162030744
54,43.15792749797463
55,29.925943753971612
56,17.430091582883097
57,13.810530060635658
58,29.855771877860878
59,26.02763906411241
60,12.50147024673716
61,14.618328186993853
62,31.626729598651064
63,50.95895474495183
64,10.566611487301964
65,14.534048430962606
66,19.257477033220685
67,16.46297101061428
68,15.440203992174368
69,47.97111924989694
70,12.051941950063123
71,23.403701025051966
72,11.604059932836416
73,12.810941594908453
74,11.993143317524176
75,23.65001246926869
76,13.361233348791467
77,31.191985339133744
78,20.016621494481416
79,38.7028446782275
80,11.949985699659777
81,19.919767789972056
82,35.53222959990441
83,71.50832485323077
84,23.15573031411407
85,17.751967524685046
86,13.50747430469284
87,81.05924344085666
88,19.352812355175192
89,14.871506887554736
90,16.281389654712672
91,17.082702617601523
92,19.148481611271844
93,41.94142256942483
94,27.474444596769633
95,12.577958456455422
96,42.81550411898679
97,26.545657954867963
98,16.68887937862397
99,13.19766332601158
100,48.83802622453641
101,11.114920211665734
102,15.50230541359007
103,18.811599924330636
104,15.824437611127712
105,55.79297677400614
106,21.02193392277168
107,14.175613410041038
108,14.760970627443708
109,15.97367138348158
110,48.16725450079007
111,96.18268716225572
112,37.0071344883688
113,12.055092859457123
114,11.167969113526201
115,35.11728168007812
116,24.521653238898345
117,26.449692400169422
118,13.563787379006223
119,21.08341713381716
120,27.239686471331577
121,16.507771725634097
122,28.975445788716108
123,45.221068380870385
124,57.40833478779412
125,19.73317966664978
126,18.826654113368114
127,44.748798407181404
128,43.34523972519398
129,30.77190074340829
130,13.287515144088424
131,19.882232957654978
132,11.556786102099743
133,49.57911850910928
134,11.918122876923508
135,25.775641234285864
136,14.194017377168134
137,53.08194156650247
138,19.244452627592416
139,78.57647354850867
140,11.795291770780368
141,46.4439377038898
142,27.778007675680385
143,13.38532651091378
144,28.711420971642106
145,12.37829525999781
146,36.66047208067453
147,11.840876055031297
148,15.051138068572786
149,13.069080018524076
150,14.965365348444163
151,50.77643957387688
152,20.665017797404268
153,14.94913300539908
154,13.335359998839992
155,16.979995908088267
156,14.197726647637944
157,31.419162828501364
158,29.891577831330995
159,45.17675178113873
160,57.714265428655175
161,11.063671539840776
162,11.003598005183907
163,21.05434375172326
164,30.840288263896223
165,30.77480787981679
166,28.687896054833942
167,11.061952180007104
168,43.274110202076415
169,35.4424215071605
170,13.505311721773516
171,29.234360774992847
172,45.40858318927899
173,28.76448630762874
174,10.985178683450076
175,28.717090123879167
176,35.015436422235396
177,45.36999031194192
178,27.719226588639803
179,34.522458478537985
180,11.036963145751304
181,16.422275443137362
182,11.949054314258511
183,15.102919527185868
184,22.20277687180975
185,19.66312687716039
186,26.711364049598853
187,35.82984545745054
188,18.097339513174607
189,13.136657277185813
190,12.168851221256226
191,18.224945309514418
192,16.436797486084323
193,23.14855967201699
194,13.182522540730476
195,68.40431054913073
196,13.057619189221736
197,56.08966524188773
198,27.426739379313634
199,40.018040607291844
200,114.2373199054026
201,11.098264891138069
202,122.6550657630991
203,43.245788536697475
204,12.072221011119593
205,24.667184826483176
206,18.688036148946097
207,37.89446938903444
208,53.125964155077945
209,14.750628424735893
210,27.35449777030581
211,72.86065573004778
212,47.45683171708586
213,108.58260042744413
214,12.2253332304072
215,35.37892924963627
216,35.009860377133826
217,15.400758015084605
218,11.37280636093898
219,12.632883392622409
220,22.458884140054554
221,14.818230578916578
222,11.367724026266673
223,46.76767632503189
224,29.211496550942723
225,16.776287080217912
226,26.9574481984789
227,39.24013663803988
228,19.250412078766207
229,12.577077837814588
230,11.752142936037018
231,32.50521035798467
232,54.41975490271344
233,13.895237929777862
234,13.205429664407031
235,21.293308991563396
236,13.809004320770986
237,138.47043217064822
238,15.177120998139504
239,16.065742954695658
240,26.46902005433315
241,52.86914300190753
242,19.36099580181413
243,19.65316304913144
244,38.80674060087561
245,21.151057000712385
246,18.884805839192932
247,12.304613294349133
248,60.641781324546116
249,88.40561254971557
250,67.3547929554318
251,13.657540881171666
252,118.72481993902765
253,11.753509656080439
254,13.338142451199017
255,12.298064911317306
256,10.913535705302907
257,19.194656315342943
258,40.86652749772168
259,13.292379990509595
260,11.70114320386
261,23.469818739623364
262,11.119861971473433
263,32.73490116604505
264,16.92365008811969
265,35.47877597206195
266,24.501894664562588
267,32.19587706862768
268,11.030891512337142
269,27.751556961041185
270,31.66533151137188
271,37.57735753857314
272,27.657822088123122
273,63.385880960078964
274,49.8973747740059
275,18.698397701825755
276,13.018548120109667
277,17.533356201439624
278,35.84679374623519
279,12.517789330859125
280,18.59369852867399
281,52.40258981458099
282,32.613748304437976
283,19.145758335069186
284,70.4549232256974
285,18.497747738617853
286,20.52728700128612
287,13.846375665105672
288,101.22779637348738
289,51.098380431627085
290,52.447426599794454
291,11.520894499067627
292,20.00549332848172
293,13.000172878024333
294,15.444592881562281
295,16.69007913057939
296,14.597680740238648
297,12.893234976411131
298,13.987553544632123
299,13.709302460442895
300,12.196364061464402
301,11.514446758347502
302,45.398889693885124
303,57.35478611854883
304,45.39829562676088
305,13.88733138243091
306,18.312493006242363
307,30.65832937231655
308,34.583182474574585
309,40.661678196196775
310,12.295789465808596
311,30.505908724469574
312,29.296444469733267
313,12.977515861350032
314,11.741057521634914
315,39.325822719677326
316,37.11977137994449
317,13.684344889861578
318,89.02530392841743
319,45.44259222174166
320,47.74353536011681
321,78.30434970734869
322,13.043637167372289
323,11.416419841782659
324,12.951200109567324
325,12.735476743864956
326,79.02205121935013
327,11.823346594667523
328,41.24554203812616
329,11.29268912919584
330,21.290541283771887
331,52.177215545679374
332,13.082775840630175
333,12.296791488651776
334,15.992033362453412
335,13.640987661090387
336,19.63904951921343
337,17.487612007050114
338,25.462187695013903
339,14.194264752622063
340,11.096548126330738
341,17.353100580383035
342,23.94528492479085
343,124.40706096263924
344,25.311011575769733
345,43.311990657361726
346,20.607882315464007
347,15.722069103173418
348,13.338850878688648
349,15.092767461710494
350,59.77463106517009
351,19.925025179420928
352,16.578733304113076
353,16.544290324165623
354,12.13893548860953
355,14.248098459551402
356,16.384720933282274
357,35.36027138463383
358,38.88596739032242
359,11.71002208357628
360,52.978490145811826
361,12.458332389404768
362,25.464163059464486
363,56.7143152552047
364,57.06507542861184
365,20.583710746891175
366,22.203102847364313
367,27.702070210851268
368,22.822047930187548
369,17.429821969737556
370,12.902634696465753
371,12.560709081275741
372,29.854470730963545
373,15.782311592185367
374,26.270055908278017
375,15.575053519631878
376,16.038649344958955
377,18.33871347622534
378,18.20451857463084
379,19.16042195424963
380,25.45750071202164
381,40.076598795529705
382,11.852908903294646
383,35.56071303947938
384,15.984253282013631
385,64.46889354844967
386,36.25648109826142
387,89.1905997595829
388,17.154446991279315
389,11.939453986206804
390,12.010582854972219
391,51.663865570411204
392,13.264930488392261
393,56.29430480975638
394,13.40021409937713
395,36.784895133295464
396,24.909035024829087
397,37.47370191263926
398,39.32375150330709
399,15.938189506391293
400,90.91893082613596
401,12.24116602044594
402,13.844346866564505
403,13.327324903336343
404,21.138554401904166
405,36.805437861915415
406,17.585231354794693
407,23.163400320897832
408,16.291063261741247
409,18.919026546893306
410,11.527053395539001
411,19.460009679153092
412,19.932249835674885
413,33.26945741182307
414,10.740222269732492
415,13.278285799519079
416,53.41670246533326
417,13.580769001759213
418,13.646472575246
419,19.693857170945698
420,23.634423719607305
421,11.355946663995969
422,17.140805146619666
423,35.52293908399406
424,17.322170488815907
425,11.047252040511655
426,26.824937333838527
427,84.17765572151191
428,20.221805060049963
429,41.367497782150195
430,59.87252764293523
431,34.88660920976471
432,11.31525140977482
433,16.62725277538483
434,19.81097087486303
435,19.611700314268397
436,11.707002069995186
437,138.10398516445312
438,17.873652972239658
439,18.772508756746902
440,13.097793351228542
441,18.66026549304627
442,14.558110465015933
443,114.73594993484302
444,18.868667803594203
445,18.17287617817455
446,35.4140982615051
447,14.361658794678517
448,36.85823539371003
449,12.636110184192745
450,12.07678931812362
451,16.611537423079753
452,13.896661800004571
453,23.66714327981025
454,11.225142349194442
455,15.81634327385547
456,13.722940887581263
457,20.634531997176012
458,14.047904201546759
459,26.376938817003285
460,39.03969111622706
461,39.68867738942092
462,14.778047792566474
463,12.40535925241014
464,12.104269698895676
465,20.231407530448152
466,26.516889119445615
467,14.591354691497722
468,11.012340642741218
469,19.748316878835084
470,12.919246553286618
471,15.697680378874775
472,14.225567249875448
473,13.291027197685
474,18.67091994736999
475,27.000362536506234
476,16.04281999895788
477,14.345109081477874
478,35.56883003766519
479,39.01860013607129
480,65.29854719032988
481,13.6704305958105
482,63.02394139800035
483,12.060432738655672
484,21.778280172492316
485,11.555753096583038
486,15.93775088549871
487,12.445353347344625
488,18.64664856052428
489,82.0553817833459
490,13.796689426576757
491,11.66620937602013
492,29.243675103126247
493,71.72703906274288
494,10.969153142607643
495,40.265887546868186
496,23.357180432785
497,26.220534034796447
498,47.15193100878966
499,37.462920894782116
500,22.83746396400538
501,17.538311888014803
502,19.801467211866832
503,30.89659126603072
504,24.775469976026752
505,85.93674322138985
506,36.353515501652815
507,33.02040992199667
508,11.225069312970994
509,13.61827326025763
510,23.235050843514927
511,51.875597552810824
512,35.521048318968994
513,39.20976152949671
514,41.31255686589876
515,30.52836971847468
516,12.587426772269973
517,18.804919155244026
518,10.298477914242557
519,13.74596056171514
520,38.08241182715169
521,46.91652142442353
522,34.018650720021235
523,20.932275905490407
524,28.33234608230136
525,13.890645356829461
526,17.859226691126292
527,55.060469258451825
528,80.70981372228151
529,31.28591772849423
530,11.88504190340519
531,16.167593855062677
532,10.927833273243843
533,52.99997881564353
534,11.279757140268927
535,13.139383226392832
536,125.65403648356671
537,12.010166609587328
538,27.716579770148805
539,12.136805843422994
540,20.43272319343297
541,17.023816709150605
542,22.334324712616787
543,11.297985879870895
544,12.480705098607157
545,11.755885381203885
546,10.793556309977038
547,19.771728881447338
548,11.86627422511015
549,20.075825171377716
550,17.8954287986496
551,35.65267489745159
552,14.122015827024676
553,42.15166525369609
554,20.708781333175367
555,12.234388786150598
556,37.84119187699837
557,16.276745666918913
558,17.531267609139842
559,20.706151214453218
560,25.866769899667222
561,19.442777368105727
562,13.348910117009599
563,12.981903773787419
564,19.513022578136983
565,18.3832576067934
566,21.40765055545322
567,27.707401558768627
568,57.35276653991294
569,33.940604673559776
570,66.40908457057844
571,32.84804759454859
572,28.599271592173913
573,67.06399441196433
574,21.556899322999705
575,17.6228110881398
576,31.52817357040938
577,25.242577577870552
578,13.579793480973239
579,26.583971624908123
580,14.768513251604405
581,12.15111849642664
582,70.43943284457568
583,11.07232925712187
584,38.729208057405515
585,39.976949304325196
586,11.284650394224887
587,14.925383166253996
588,21.032346160181774
589,29.187231964647154
590,25.668572094187546
591,24.40462585233471
592,16.58882464139573
593,40.882002142570464
594,82.60597426528697
595,56.236414583603484
596,20.22850100238832
597,10.788850658766508
598,13.838412669427402
599,12.859787006868432
600,13.421142063992358
601,37.67826561481438
602,30.544344436275058
603,17.240928947413135
604,27.225763490646663
605,20.026408424782126
606,39.881792557255416
607,13.410599457763329
608,11.59996557389275
609,92.35085297301539
610,35.89938387329697
611,41.99276404915348
612,36.267068264067134
613,38.443143150965696
614,55.38777435647772
615,31.01686767674858
616,20.5939547176828
617,18.01506267128807
618,12.981267240397482
619,16.53992560786254
620,13.68896809131272
621,15.824775397036202
622,25.48116079783187
623,12.924223064994194
624,18.19601788247398
625,12.361357418660408
626,24.740490266124784
627,16.598541858134176
628,29.220885322230927
629,19.42595110439227
630,11.665288264299607
631,21.65507033239741
632,15.096271048982105
633,16.011911569942978
634,14.242035727082255
635,11.216836335168015
636,23.26350872137369
637,20.94765821871605
638,11.40029827247597
639,13.066701669494396
640,13.21201477744851
641,21.06762239701327
642,12.202783867926744
643,19.143053010482404
644,12.087728490520709
645,47.19223912997477
646,27.63905857464226
647,11.260037891023803
648,22.020846179812786
649,14.694663996396994
650,13.398399757057966
651,12.511092201402949
652,32.60813274260882
653,27.311565322482352
654,26.102399378549972
655,11.849489252461584
656,128.1692989070451
657,13.622308741264888
658,90.86058362533528
659,47.498878449991
660,26.637402668446498
661,39.95534460363052
662,16.953844567068153
663,48.96708808815359
664,23.075961236369206
665,14.949204267878656
666,156.7263505599096
667,26.944690302313322
668,19.567755058945863
669,74.65798599702572
670,15.405152749736681
671,19.591109356342137
672,27.701711774942062
673,38.589317090782046
674,10.967320655234767
675,26.793055509401245
676,26.300179306979864
677,18.310438352408667
678,21.520860403819903
679,12.69918593080095
680,36.83382730292073
681,20.617104606906288
682,15.738347979975382
683,14.71758944302975
684,23.1206432501884
685,39.20289227629288
686,11.292187427530472
687,21.416396331822803
688,93.18295599433101
689,20.8341763355269
690,21.69326097275415
691,15.713727231129608
692,14.047140011626208
693,32.978798856826586
694,61.26724621698247
695,22.982174827865723
696,33.65027897356315
697,44.544973098180456
698,12.683938160159135
699,16.11210546688445
700,47.5395039461985
701,56.58998528913905
702,11.973952103772108
703,16.74226665582285
704,18.169941729367782
705,11.192253954494596
706,34.83560863744479
707,30.888291354439524
708,22.64608046171627
709,30.433878745468792
710,23.372868841583255
711,24.345843987486795
712,12.203074222927105
713,18.371024101279588
714,72.24635973632411
715,42.49114791534996
716,16.095218692555935
717,91.83078258191452
718,14.211892061644551
719,39.41266940168803
720,35.22470457054872
721,10.898405909523685
722,33.76640562864365
723,30.16437122148725
724,22.60220374812285
725,22.70438719267046
726,29.3279456045324
727,16.800976642901787
728,12.562173389306496
729,45.51417880622409
730,19.55120630482567
731,11.202987160378377
732,20.07629775775167
733,18.92473892667347
734,13.581407055398817
735,53.16832920484321
736,46.3689078930782
737,11.225731876407307
738,12.685690878688767
739,95.03006391428585
740,19.633187609175017
741,19.214412651116792
742,21.61244465261654
743,12.256485405981316
744,27.615820301524018
745,36.965082303083165
746,10.843247566516114
747,10.922851904538946
748,16.092065996685786
749,13.847149570373487
750,29.316945638259334
751,116.87810152528431
752,29.361870369118446
753,24.18082070649102
754,72.0614684308606
755,43.480139020132576
756,30.29318910733411
757,12.891361113692163
758,15.468459555292066
759,17.469261747955272
760,42.30000448824757
761,28.22394259854911
762,20.01855283351069
763,11.936419430091927
764,13.396239255253448
765,22.01825897887797
766,11.382907521850886
767,13.342129946655875
768,14.089298399753869
769,59.71545162593913
770,38.39883680693438
771,13.151265056019056
772,49.72183780645536
773,91.41391063950536
774,18.989390540606756
775,12.019723870820124
776,11.002428060135657
777,45.82370294597505
778,18.023496630758363
779,11.96370654405227
780,42.20080330534277
781,18.782172476610203
782,45.24692938168692
783,26.985813969989803
784,39.87511906341316
785,100.5493765081511
786,14.059606695648412
787,38.75808420633584
788,33.87363267305831
789,15.464069900289733
790,13.418939974141804
791,11.54959739694532
792,12.491307424498807
793,11.234664452095812
794,19.409315726684035
795,11.680259751192912
796,18.0027727794077
797,91.94957612230549
798,65.77268164033902
799,18.56322806678175
800,55.85528339669458
801,13.905592997699015
802,12.271875144469355
803,12.056428177453203
804,30.320580658827783
805,13.403598683723137
806,11.479432276181752
807,19.077926153780428
808,54.74907718515615
809,83.19011996950452
810,13.425729004454793
811,94.77028486906326
812,50.01816809076322
813,20.860630428620365
814,12.820067905309001
815,24.917713483251543
816,23.56277162722603
817,28.00412255547927
818,14.294019428321574
819,36.81474815374407
820,15.598614265889694
821,11.286267448507168
822,12.152196916189176
823,14.672994564960323
824,13.072980950770475
825,124.96163466872748
826,31.35990757650855
827,12.519260187835416
828,36.54363010230364
829,25.257686796662135
830,12.827625423713073
831,10.714669005295296
832,13.413410915808647
833,36.60870816192025
834,11.258665806704796
835,11.325797514673514
836,15.137213664162756
837,27.932057028698758
838,13.550147420857325
839,18.40002383107958
840,31.573937292182986
841,36.78743200645945
842,32.04214933521745
843,30.52409873319905
844,34.97051690379936
845,27.721787851370657
846,42.65391010284994
847,14.80948097580003
848,15.526385750993262
849,27.266869756336405
850,26.943288821190073
851,25.620022869220367
852,14.129223443113213
853,13.918669760547095
854,27.880961965677226
855,23.256623277112165
856,12.233358193880438
857,19.931916640860496
858,107.63472867794775
859,22.37754003846645
860,55.36235957681008
861,12.104127498138588
862,21.357061963267935
863,15.815922087976888
864,24.812720808020714
865,30.64840122762872
866,14.928902509920084
867,32.92474029568135
868,40.36185550076493
869,45.72877271812201
870,25.637005268279903
871,12.561776275656838
872,67.33534708741249
873,40.39702377737958
874,11.363029987355992
875,113.13328305496557
876,12.381079760318606
877,20.53957596248215
878,19.818456754106975
879,69.72449327233089
880,57.41783787387716
881,40.52726790309644
882,77.04536275704302
883,12.219941134681292
884,27.055341600943905
885,45.691795503654234
886,29.244509912381684
887,21.426722926128544
888,11.385847778828717
889,15.197659867126454
890,18.98995541404004
891,40.42884495480584
892,18.64724504700845
893,16.620822492446713
894,30.52299698806323
895,26.639943406464976
896,16.671931276041743
897,11.196813271978755
898,11.589835489954522
899,22.520517713037272
900,32.566899814229345
901,38.0784441930106
902,15.915796543920555
903,17.81164014621574
904,13.339621722921615
905,17.639972845438226
906,66.24863349641825
907,20.70317335322242
908,17.426664802368915
909,13.49482046964826
910,21.521089556485133
911,16.584772920928007
912,17.51515056725685
913,33.10615150249572
914,88.79476569352636
915,21.85919261323894
916,20.43219305012046
917,12.732244805468733
918,37.65258798447322
919,13.048635871271767
920,22.773433412109082
921,17.971746966018934
922,20.54143331732735
923,13.783019069076492
924,14.367644254935946
925,121.49620291776414
926,23.74778476554865
927,15.310481240800513
928,12.390927549568993
929,12.943478949850947
930,29.54873213657721
931,55.979604033114065
932,27.941589512207408
933,13.201155148134065
934,11.523423385091727
935,12.95486141810076
936,36.31091829922955
937,21.275265115768143
938,12.863221586457781
939,50.537824885192535
940,29.03996133769901
941,40.8436419689955
942,31.73410858255394
943,12.748807095890319
944,12.634088717913261
945,10.648720667112716
946,17.343070897185672
947,40.60450314848699
948,25.700129676880376
949,14.397412942634364
950,44.968147448917
951,77.44087960292124
952,12.82112885810613
953,18.918648236686334
954,108.36125611900175
955,36.60525925660955
956,18.34274541632283
957,23.177267832431877
958,12.533575450273979
959,18.24605872103985
960,11.160299760952732
961,13.777881033582561
962,10.424892268371153
963,58.467549361556586
964,16.999362189883087
965,19.416023432064218
966,12.500272416583993
967,42.76071538492669
968,47.88251417719582
969,10.879853184118726
970,12.314595118926901
971,22.77378441800007
972,13.739438860985498
973,21.591741103739555
974,16.24157370243636
975,28.93250672600941
976,20.338497180796825
977,36.21261253530169
978,13.587212975886308
979,13.77405520335563
980,16.948329617187145
981,15.423883915413905
982,26.948124665200066
983,13.744557876160421
984,15.667673044636484
985,34.3927531580184
986,13.587595890771402
987,28.090726752880208
988,38.63283303142952
989,21.635536401692725
990,27.369250851930737
991,16.110687037603373
992,124.74196250716825
993,11.993186656891881
994,46.911781755819895
995,11.891279431828421
996,20.608049978674316
997,24.78747906503275
998,19.91872674104316
999,53.43221375488545
1000,14.306308507950918
1001,26.60945262184187
1002,15.229323736880598
1003,17.037275063029966
1004,27.027253622984293
1005,26.68551045775188
1006,13.394136640065815
1007,48.86722589307672
1008,12.376281411897848
1009,25.60720197310629
1010,120.46203956548561
1011,18.33839554077669
1012,20.889841713018757
1013,44.03752903593518
1014,40.407031566236334
1015,17.79275734679126
1016,41.02862558209915
1017,33.976398980998496
1018,24.88812716750315
1019,13.364377107107932
1020,13.909138514280041
1021,11.507873667391326
1022,12.09287257902297
1023,16.04003435947611
1024,12.686325231545185
1025,54.101975266512255
1026,33.23930510688469
1027,19.982295742376877
1028,27.30433376462002
1029,31.371671923721863
1030,19.98817897358338
1031,20.908552664999213
1032,104.30047286866953
1033,25.99501377505129
1034,20.177841965210703
1035,118.17613159724095
1036,105.5113207838877
1037,36.7208424649039
1038,57.25664238812606
1039,25.191180878365017
1040,27.653798877068663
1041,12.754257617803063
1042,15.165954041325257
1043,11.116464585471737
1044,26.376462659982902
1045,35.569414102636195
1046,20.537780155431996
1047,12.082244822529178
1048,43.349156198025376
1049,70.77363487636188
1050,11.373073079990222
1051,12.625311782973935
1052,15.180388576937036
1053,18.354433628718198
1054,48.06653693637791
1055,43.2954086124913
1056,49.141922848510944
1057,36.09060490454619
1058,56.136503236964685
1059,23.86256192681182
1060,35.90245193796736
1061,11.22627119346954
1062,19.02140141904109
1063,25.5585737773039
1064,17.00826303890111
1065,17.42636592032347
1066,13.933474096112375
1067,31.529187967297712
1068,11.471283913108978
1069,37.598369112255185
1070,40.81033449143544
1071,41.68393838359222
1072,38.753009289627386
1073,84.27825692840568
1074,27.099410989841243
1075,15.309616673804333
1076,13.735737184121914
1077,30.402177960360948
1078,34.295756993316274
1079,20.856502336669333
1080,12.06882967785561
1081,24.701733890131784
1082,32.169222389595696
1083,25.63104262156675
1084,13.937287413104716
1085,16.91796647959772
1086,32.063654842321
1087,13.504466201634923
1088,20.80569960252399
1089,64.53445894251506
1090,71.4159997083206
1091,27.85371104001331
1092,16.83152555331283
1093,35.151690957814274
1094,11.729659772253576
1095,19.95815985296995
1096,27.88306614496202
1097,37.93180542862823
1098,71.32280210805574
1099,128.29336367613945
1100,17.048005771776022
1101,15.880590482551536
1102,10.953573696147446
1103,11.149100409296892
1104,12.63136025597981
1105,28.904788612096137
1106,37.60207743410944
1107,58.2651736272392
1108,53.63527919169456
1109,14.60806441418278
1110,28.283438286311892
1111,26.793055509401245
1112,17.23370366875952
1113,29.042355262236075
1114,90.72311961491529
1115,13.125007215637455
1116,53.125964155077945
1117,33.4648806878164
1118,12.786086514052279
1119,11.947212320439357
1120,45.8733349867445
1121,21.179465584151444
1122,23.32910305245435
1123,31.147255464396984
1124,18.26465981115133
1125,14.948621301868851
1126,124.46068598419093
1127,21.68408312500843
1128,11.383466838240809
1129,12.092621683640553
1130,52.366007151662686
1131,30.99865381911374
1132,27.885185657994747
1133,133.5548498508166
1134,25.734815115521712
1135,27.69156527257786
1136,33.19532407163923
1137,21.41419893385141
1138,90.76987084585582
1139,21.146190802613297
1140,44.40008952172209
1141,11.146938327015649
1142,13.075991104754769
1143,53.56404519717159
1144,15.865952764844401
1145,33.41368839919717
1146,19.163028519591805
1147,15.385954036181916
1148,43.01902204960093
1149,13.661329124648558
1150,11.301246081527921
1151,34.5326312709275
1152,12.892077802073569
1153,11.273951596341945
1154,62.876701585791984
1155,94.29665828014926
1156,116.88700299007145
1157,11.243723968611537
1158,17.862761459545016
1159,38.836467638606024
1160,25.006942462835823
1161,11.786346381543172
1162,31.577318838622794
1163,25.837352700391996
1164,12.280368008555488
1165,85.31527132634804
1166,22.208647479749455
1167,11.69632180290827
1168,35.449713609237754
1169,20.281928041673826
1170,10.992282312765816
1171,22.380754741394867
1172,27.217836620849706
1173,49.600291589086865
1174,13.031736517901718
1175,12.241805254350993
1176,33.465241286104224
1177,26.508572056058547
1178,23.536509774656583
1179,19.03155297093181
1180,14.789030615954255
1181,36.83770986186097
1182,78.20172378279544
1183,121.05016436883547
1184,21.63325914411734
1185,19.346991762736742
1186,12.831006577742281
1187,12.962725923878308
1188,65.59629509894461
1189,14.958596678012132
1190,40.631541456148824
1191,32.09164417060823
1192,11.465918820037071
1193,11.254499408982308
1194,57.24150289232501
1195,23.01976431740708
1196,12.090144239363191
1197,44.53540160845938
1198,21.495850086119923
1199,12.385006598737604
1200,14.42738216827378
1201,26.068101316208086
1202,14.471845187507645
1203,11.613344356190668
1204,65.44267989339869
1205,32.01887587589166
1206,12.773163910165872
1207,41.12816529943437
1208,99.07013624301885
1209,59.315064077386346
1210,15.246782915031478
1211,17.044795792304416
1212,25.29338057845394
1213,12.49842868591784
1214,12.261007694436465
1215,13.290945451660496
1216,12.216799745898106
1217,11.396642732074893
1218,29.492415307094227
1219,64.34458754654938
1220,18.09618612596926
1221,17.933484275921767
1222,64.20390121468112
1223,18.450469424403167
1224,28.164151978865636
1225,21.200209549101835
1226,70.032241336178
1227,12.683804519126559
1228,20.19040901843461
1229,16.666586026535978
1230,27.990378457935655
1231,12.327843132682982
1232,26.191352644757043
1233,26.07696701146457
1234,13.768873768042223
1235,11.190600958621166
1236,29.84177215462502
1237,17.723563938751976
1238,16.622330188839932
1239,14.650461956698726
1240,20.040194515533198
1241,27.855455720459947
1242,12.838108175868712
1243,11.479581157022995
1244,26.071212462677433
1245,41.986465276525735
1246,47.981189361862135
1247,36.9323977433815
1248,19.635275239398407
1249,67.06399441196433
1250,15.792224206338735
1251,20.49488821688272
1252,12.676359558405004
1253,13.415676436387134
1254,20.454739812590056
1255,17.84290316420454
1256,42.28760776083758
1257,16.096567689625374
1258,46.84195560703857
1259,34.730064196478565
1260,13.328078485294565
1261,20.795968314064528
1262,23.50432370372362
1263,15.309163940084618
1264,14.218453975689314
1265,13.32708071579448
1266,45.38789833129558
1267,43.84001401935134
1268,30.21429278672708
1269,39.43631912818201
1270,14.949136994254335
1271,12.338730718093812
1272,14.248079148601452
1273,31.34772512310866
1274,21.8070048659316
1275,24.67728415131661
1276,11.90826468345014
1277,19.426688897861823
1278,32.056106845142146
1279,38.41776470620204
1280,12.534880319017946
1281,21.444493494196003
1282,74.88846890800876
1283,23.00269229822826
1284,14.950252130298347
1285,17.700381235263485
1286,16.077493542632258
1287,35.344941234569625
1288,14.864034898820776
1289,46.65230719813221
1290,11.119234479672983
1291,42.804317983825285
1292,48.89285975076516
1293,33.460203435466475
1294,51.928357063030084
1295,17.6774614763082
1296,34.6463066733277
1297,12.632432239070607
1298,65.76081729896644
1299,25.16984749036855
1300,63.58493970905927
1301,16.866957630208198
1302,15.85182567499976
1303,18.205149230973856
1304,12.82112885810613
1305,36.9458004536286
1306,22.646329650137886
1307,18.209433830539073
1308,12.356843042437745
1309,53.29300358242202
1310,42.141879285721195
1311,13.288727034485817
1312,21.986070051693957
1313,36.51204027518081
1314,19.782592145322276
1315,12.749681752148264
1316,12.78036802589675
1317,11.173019818095861
1318,35.25038717476728
1319,29.60880516503486
1320,25.983625901367073
1321,16.420898381884466
